bus,carrier,1970-1976,1976-1982,1982-1988,1988-1994,1994-2000,2000-2006,2006-2012,2012-2018,2018-2024,2024-2030,2030-2038,2038-2044,2050-2056,2056-2062,2062-2070,2070-2076,2076-2082
HU,onwind,0.19183874255734912,0.20005109867185647,0.18668669799491247,0.19167596564183811,,0.18516166083078958,0.1830433826257255,0.17705201422831252,0.18569133737683072,0.18392906783797272,0.17872190644234445,0.19556015516429118,0.18447593481526645,0.1802528176919488,0.18376410021022052,0.18579990240272584,0.18752714690166383
HU,ror,0.41874951367123747,0.5547445031228448,0.4426013909955931,0.5865578932547894,,0.5189908942565857,0.47826274451494866,0.4913470339746312,0.6225144229945104,0.49587882166679814,0.5028098087609448,0.5044084473077539,0.4796012508848208,0.522569926209178,0.5316915809842369,0.4376303950242545,0.5346234794087817
HU,solar,0.13645500292800877,0.13330717230628433,0.13561612177586616,0.13101194050920087,,0.1319617193621709,0.1322931795148891,0.13130683466876678,0.13006434461911398,0.1314189549904175,0.13146316286402218,0.13098276391202004,0.13102213505460855,0.12916493741287713,0.13003951961658367,0.12985098173381335,0.12810515718980917
IE,offwind,0.5991065887147123,0.6070851818880806,0.5994251677226008,0.5922486081376842,,0.5839689836483525,0.6010371191613999,0.5799712972903447,0.6032569786789791,0.5906112345481604,0.5901629779305426,0.6044977908791065,0.5896228551872338,0.5669270763097503,0.5549807902361386,0.5775747950183967,0.5520678636350829
IE,onwind,0.41912294903761854,0.43255375986844624,0.4133831104433806,0.41178674988465935,,0.40971699559410707,0.4251880623093895,0.397669726821958,0.42106572055579744,0.40930734583737116,0.414372120887332,0.42893151625891224,0.4102125988984719,0.3992737056737848,0.37924916911819045,0.4112725646055003,0.3845502694830658
IE,ror,0.4541738168715828,0.4562409837642342,0.4453149432317433,0.4734690972627906,,0.4381005062987104,0.4560981810484031,0.41208227587986335,0.4643444304924315,0.4344274179588882,0.4515718449285165,0.4546246843728736,0.471377589389289,0.40533041901020056,0.3806837368003039,0.4106883481978837,0.39583231070770053
IE,solar,0.09052375967613209,0.09093596995387968,0.092497938949053,0.0911292411789169,,0.09044001714427584,0.08893131740593693,0.09208473573391307,0.08921082151610818,0.08857798163817354,0.08913001714290915,0.08861989351240658,0.08898395552588087,0.09125867305921802,0.08883627644533712,0.08831011510217118,0.08944625338666806
IT,offwind,0.3147624420909774,0.312613317364992,0.3055116681272547,0.31012043816512863,,0.31222826546423604,0.29447214752922923,0.2996183237666905,0.3074288797791153,0.3065204629623433,0.29509817193691795,0.2965719583318638,0.2868540786462666,0.27787698170885977,0.29645812641620434,0.28427755377521446,0.28340038787643546
IT,onwind,0.2659762959615819,0.2718510313394604,0.2570345205774036,0.2690933875723506,,0.26476147576071846,0.25370716648302916,0.2515645894971567,0.26041295990733376,0.25950425643796776,0.2493498036273267,0.2624691302883553,0.24843763441593233,0.24027235467204436,0.2542245659634452,0.24714933736168,0.2535836406826988
IT,ror,0.5310175758497548,0.5547913150701916,0.5297821869228473,0.5739455453555631,,0.5580657379480742,0.5043649757445118,0.5522068887143148,0.5342246943905328,0.47861452421552103,0.5534594452389809,0.51352602009398,0.5641106961355778,0.5090249492885394,0.5501900764846429,0.4737352476439824,0.5406633733541382
